Official name of position,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID
FPix_BpI_D1_BLD11_PNL2_RNG1,1T,M-P-2-46,4083,15,1Ta,1TD,6,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,4,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A21,SN112498/0029,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,1,FPix +z down right 3,2,1,brown-4,31/32,7,b,1302,top,,10,1,1,D1-RG1-HV2,-300V,1286
FPix_BpI_D1_BLD10_PNL2_RNG1,2T,M-P-2-47,4070,14,1Ta,1TD,4,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,4,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A20,SN112498/0026,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,2,FPix +z down right 3,2,2,brown-4,7/8,7,t,1302,top,,10,1,1,D1-RG1-HV2,-300V,1286
FPix_BpI_D1_BLD9_PNL2_RNG1,3T,M-P-1-07,4081,13,1Ta,1TD,2,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,4,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A19,SN112498/0002,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,3,FPix +z down right 3,2,3,brown-4,31/32,6,b,1301,top,,10,1,1,D1-RG1-HV2,-300V,1285
FPix_BpI_D1_BLD8_PNL2_RNG1,4T,M-P-5-45,4078,15,1Tb,1TC,6,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,4,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,A17,SN112498/0037,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,5,FPix +z down right 3,2,5,orange-2,27/28,5,b,1300,top,,10,1,2,D1-RG2-HV2,-300V,1284
FPix_BpI_D1_BLD7_PNL2_RNG1,5T,M-P-6-33,4085,14,1Tb,1TC,2,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,4,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,B15,SN112498/0006,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 3,1,FPix +z down right 3,2,7,orange-2,27/28,4,b,1299,top,,10,1,2,D1-RG2-HV2,-300V,1283
FPix_BpI_D1_BLD6_PNL2_RNG1,6T,M-P-4-20,6144,15,1Tc,1TB,6,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,4,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,C7,SN112498/0010,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 6,1,FPix +z up right 6,4,8,brown-4,7/8,4,t,1299,top,,9,1,1,D1-RG3-HV2,-300V,1283
FPix_BpI_D1_BLD5_PNL2_RNG1,7T,M-P-2-27,4079,14,1Tc,1TB,4,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,4,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,C6,SN112498/0009,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,6,FPix +z up right 6,4,9,brown-4,31/32,3,b,1298,top,,9,1,1,D1-RG3-HV2,-300V,1282
FPix_BpI_D1_BLD4_PNL2_RNG1,8T,M-G-2-13,4072,13,1Tc,1TB,2,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,4,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,D5,SN112498/0008,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,brown-4,7/8,3,t,1298,top,,9,1,1,D1-RG3-HV2,-300V,1282
FPix_BpI_D1_BLD3_PNL2_RNG1,9T,M-P-5-17,6254,15,1Td,1TA,6,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,4,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D3,SN112498/0031,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,orange-2,3/4,2,t,1297,top,,9,1,2,D1-RG4-HV2,-300V,1281
FPix_BpI_D1_BLD2_PNL2_RNG1,10T,M-Q-6-06,6149,14,1Td,1TA,4,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,4,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D2,SN112498/0030,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,orange-2,27/28,1,b,1296,top,,9,1,2,D1-RG4-HV2,-300V,1280
FPix_BpI_D1_BLD1_PNL2_RNG1,11T,M-P-2-40,4066,13,1Td,1TA,2,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,4,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D1,SN112498/0036,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,orange-2,3/4,1,t,1296,top,,9,1,2,D1-RG4-HV2,-300V,1280
FPix_BpI_D1_BLD11_PNL1_RNG1,1B,M-Q-9-45,6174,12,1Ba,1BD,6,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,2,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A21,SN112498/0029,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,1,FPix +z down right 3,2,1,green-3,29/30,7,b,1302,top,,10,1,1,D1-RG1-HV2,-300V,1286
FPix_BpI_D1_BLD10_PNL1_RNG1,2B,M-Q-9-25,6202,11,1Ba,1BD,4,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,2,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A20,SN112498/0026,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,2,FPix +z down right 3,2,2,green-3,5/6,7,t,1302,top,,10,1,1,D1-RG1-HV2,-300V,1286
FPix_BpI_D1_BLD9_PNL1_RNG1,3B,M-G-1-23,4073,10,1Ba,1BD,2,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,2,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A19,SN112498/0002,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,3,FPix +z down right 3,2,3,green-3,29/30,6,b,1301,top,,10,1,1,D1-RG1-HV2,-300V,1285
FPix_BpI_D1_BLD8_PNL1_RNG1,4B,M-Q-A-44,6173,13,1Bb,1BC,6,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,2,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,A17,SN112498/0037,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,5,FPix +z down right 3,2,5,blue-1,25/26,5,b,1300,top,,10,1,2,D1-RG2-HV2,-300V,1284
FPix_BpI_D1_BLD7_PNL1_RNG1,5B,M-Q-8-17,4075,12,1Bb,1BC,2,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,2,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,B15,SN112498/0006,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 3,1,FPix +z down right 3,2,7,blue-1,25/26,4,b,1299,top,,10,1,2,D1-RG2-HV2,-300V,1283
FPix_BpI_D1_BLD6_PNL1_RNG1,6B,M-Q-6-25,4077,12,1Bc,1BB,6,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,2,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,C7,SN112498/0010,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 6,1,FPix +z up right 6,4,8,green-3,5/6,4,t,1299,top,,9,1,1,D1-RG3-HV2,-300V,1283
FPix_BpI_D1_BLD5_PNL1_RNG1,7B,M-Q-6-33,4074,11,1Bc,1BB,4,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,2,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,C6,SN112498/0009,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,6,FPix +z up right 6,4,9,green-3,29/30,3,b,1298,top,,9,1,1,D1-RG3-HV2,-300V,1282
FPix_BpI_D1_BLD4_PNL1_RNG1,8B,M-Q-7-18,6207,0,1Bc,1BB,2,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,2,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,D5,SN112498/0008,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,green-3,5/6,3,t,1298,top,,9,1,1,D1-RG3-HV2,-300V,1282
FPix_BpI_D1_BLD3_PNL1_RNG1,9B,M-Q-6-46,6224,12,1Bd,1BA,6,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,2,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D3,SN112498/0031,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,blue-1,1/2,2,t,1297,top,,9,1,2,D1-RG4-HV2,-300V,1281
FPix_BpI_D1_BLD2_PNL1_RNG1,10B,M-Q-6-16,4105W,11,1Bd,1BA,4,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,2,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D2,SN112498/0030,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,blue-1,25/26,1,b,1296,top,,9,1,2,D1-RG4-HV2,-300V,1280
FPix_BpI_D1_BLD1_PNL1_RNG1,11B,M-Q-4-18,6210,10,1Bd,1BA,2,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,2,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D1,SN112498/0036,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,blue-1,1/2,1,t,1296,top,,9,1,2,D1-RG4-HV2,-300V,1280
FPix_BpI_D1_BLD17_PNL2_RNG2,1T,M-H-1-36,4143,9,1Ta,1TD,7,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A21,SN112498/0029,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,1,FPix +z down right 3,2,1,orange-2,27/28,7,b,1302,top,,10,1,1,D1-RG1-HV1,,1286
FPix_BpI_D1_BLD16_PNL2_RNG2,2T,M-P-2-18,6151,8,1Ta,1TD,5,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A20,SN112498/0026,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,2,FPix +z down right 3,2,2,orange-2,3/4,7,t,1302,top,,10,1,1,D1-RG1-HV1,,1286
FPix_BpI_D1_BLD15_PNL2_RNG2,3T,M-Q-8-47,4146,7,1Ta,1TD,3,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A19,SN112498/0002,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,3,FPix +z down right 3,2,3,orange-2,27/28,6,b,1301,top,,10,1,1,D1-RG1-HV1,,1285
FPix_BpI_D1_BLD14_PNL2_RNG2,4T,M-P-4-41,4135B,6,1Ta,1TD,1,PR103,portcard_FPix_BpI_D1_PRT4,PB-10,J12,3,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P101,A18,SN112498/0003,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,orange-2,3/4,6,t,1301,top,,10,1,1,D1-RG1-HV1,,1285
FPix_BpI_D1_BLD13_PNL2_RNG2,5T,M-P-2-06,4158,11,1Tb,1TC,7,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,A18,SN112498/0003,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,brown-4,7/8,6,t,1301,top,,10,1,2,D1-RG2-HV1,,1285
FPix_BpI_D1_BLD12_PNL2_RNG2,6T,M-J-1-08,4175,10,1Tb,1TC,5,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,A17,SN112498/0037,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,5,FPix +z down right 3,2,5,brown-4,31/32,5,b,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD11_PNL2_RNG2,7T,M-G-3-16,4176,9,1Tb,1TC,4,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,4,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,B16,SN112498/0005,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,6,FPix +z down right 3,2,6,orange-2,3/4,5,t,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD10_PNL2_RNG2,8T,M-P-2-15,4131B,8,1Tb,1TC,3,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,B16,SN112498/0005,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,6,FPix +z down right 3,2,6,brown-4,7/8,5,t,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD9_PNL2_RNG2,9T,M-O-3-30,4137,7,1Tb,1TC,1,PR105,portcard_FPix_BpI_D1_PRT3,PB-2,J12,3,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P102,B15,SN112498/0006,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 3,1,FPix +z down right 3,2,7,brown-4,31/32,4,b,1299,top,,10,1,2,D1-RG2-HV1,,1283
FPix_BpI_D1_BLD8_PNL2_RNG2,10T,M-L-2-29,4178,9,1Tc,1TB,7,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,C7,SN112498/0010,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 6,1,FPix +z up right 6,4,8,orange-2,3/4,4,t,1299,top,,9,1,1,D1-RG3-HV1,,1283
FPix_BpI_D1_BLD7_PNL2_RNG2,11T,M-J-4-26,6199,8,1Tc,1TB,5,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,C6,SN112498/0009,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,6,FPix +z up right 6,4,9,orange-2,27/28,3,b,1298,top,,9,1,1,D1-RG3-HV1,,1282
FPix_BpI_D1_BLD6_PNL2_RNG2,12T,M-I-2-02,4164,7,1Tc,1TB,3,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,D5,SN112498/0008,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,orange-2,3/4,3,t,1298,top,,9,1,1,D1-RG3-HV1,,1282
FPix_BpI_D1_BLD5_PNL2_RNG2,13T,M-Y-H-NT,4171,6,1Tc,1TB,1,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J12,3,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P96,D4,SN112498/0040,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,orange-2,27/28,2,b,1297,top,,9,1,1,D1-RG3-HV1,,1281
FPix_BpI_D1_BLD4_PNL2_RNG2,14T,M-M-4-42,4121B,9,1Td,1TA,7,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D4,SN112498/0040,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,brown-4,31/32,2,b,1297,top,,9,1,2,D1-RG4-HV1,,1281
FPix_BpI_D1_BLD3_PNL2_RNG2,15T,M-I-4-50,4122B,8,1Td,1TA,5,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D3,SN112498/0031,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,brown-4,7/8,2,t,1297,top,,9,1,2,D1-RG4-HV1,,1281
FPix_BpI_D1_BLD2_PNL2_RNG2,16T,M-P-1-40,4140,7,1Td,1TA,3,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D2,SN112498/0030,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,brown-4,31/32,1,b,1296,top,,9,1,2,D1-RG4-HV1,,1280
FPix_BpI_D1_BLD1_PNL2_RNG2,17T,M-I-4-14,4128B,6,1Td,1TA,1,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J12,3,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P119,D1,SN112498/0036,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,brown-4,7/8,1,t,1296,top,,9,1,2,D1-RG4-HV1,,1280
FPix_BpI_D1_BLD17_PNL1_RNG2,1B,M-P-5-33,4162,5,1Ba,1BD,7,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A21,SN112498/0029,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,1,FPix +z down right 3,2,1,blue-1,25/26,7,b,1302,top,,10,1,1,D1-RG1-HV1,,1286
FPix_BpI_D1_BLD16_PNL1_RNG2,2B,M-O-1-08,4174,4,1Ba,1BD,5,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A20,SN112498/0026,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,2,FPix +z down right 3,2,2,blue-1,1/2,7,t,1302,top,,10,1,1,D1-RG1-HV1,,1286
FPix_BpI_D1_BLD15_PNL1_RNG2,3B,M-I-1-36,4168,3,1Ba,1BD,3,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A19,SN112498/0002,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,3,FPix +z down right 3,2,3,blue-1,25/26,6,b,1301,top,,10,1,1,D1-RG1-HV1,,1285
FPix_BpI_D1_BLD14_PNL1_RNG2,4B,M-O-1-20,4184,2,1Ba,1BD,1,PR003,portcard_FPix_BpI_D1_PRT4,PB-10,J11,1,dcdc_FPix_BpI_D1_PRT4,Disk1_RG1,CI-A 053,P76,A18,SN112498/0003,B14,3.02E+13,A,0x7b,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,blue-1,1/2,6,t,1301,top,,10,1,1,D1-RG1-HV1,,1285
FPix_BpI_D1_BLD13_PNL1_RNG2,5B,M-K-1-20,4161,6,1Bb,1BC,7,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,A18,SN112498/0003,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,4,FPix +z down right 3,2,4,green-3,5/6,6,t,1301,top,,10,1,2,D1-RG2-HV1,,1285
FPix_BpI_D1_BLD12_PNL1_RNG2,6B,M-K-2-32,4163,5,1Bb,1BC,5,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,A17,SN112498/0037,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,1,FPix +z down right 3,2,5,green-3,29/30,5,b,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD11_PNL1_RNG2,7B,M-Y-E-NF,4185,4,1Bb,1BC,4,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,2,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,B16,SN112498/0005,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,2,FPix +z down right 3,2,6,blue-1,1/2,5,t,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD10_PNL1_RNG2,8B,M-L-2-40,6195,3,1Bb,1BC,3,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,B16,SN112498/0005,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 2,2,FPix +z down right 3,2,6,green-3,5/6,5,t,1300,top,,10,1,2,D1-RG2-HV1,,1284
FPix_BpI_D1_BLD9_PNL1_RNG2,9B,M-I-3-41,4123B,2,1Bb,1BC,1,PR013,portcard_FPix_BpI_D1_PRT3,PB-2,J11,1,dcdc_FPix_BpI_D1_PRT3,Disk1_RG2,CI-A 040,P78,B15,SN112498/0006,B14,3.02E+13,B,0x7c,0x10,FPix +z down right 3,3,FPix +z down right 3,2,7,green-3,29/30,4,b,1299,top,,10,1,2,D1-RG2-HV1,,1283
FPix_BpI_D1_BLD8_PNL1_RNG2,10B,M-G-1-44,4167,5,1Bc,1BB,7,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,C7,SN112498/0010,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 6,1,FPix +z up right 6,4,8,blue-1,1/2,4,t,1299,top,,9,1,1,D1-RG3-HV1,,1283
FPix_BpI_D1_BLD7_PNL1_RNG2,11B,M-N-3-46,4166,4,1Bc,1BB,5,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,C6,SN112498/0009,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,6,FPix +z up right 6,4,9,blue-1,25/26,3,b,1298,top,,9,1,1,D1-RG3-HV1,,1282
FPix_BpI_D1_BLD6_PNL1_RNG2,12B,M-J-3-25,4132B,3,1Bc,1BB,3,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,D5,SN112498/0008,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,5,FPix +z up right 6,4,10,blue-1,1/2,3,t,1298,top,,9,1,1,D1-RG3-HV1,,1282
FPix_BpI_D1_BLD5_PNL1_RNG2,13B,M-P-5-21,4180,2,1Bc,1BB,1,PR108,portcard_FPix_BpI_D1_PRT2,PB-48,J11,1,dcdc_FPix_BpI_D1_PRT2,Disk1_RG3,CI-A 028,P62,D4,SN112498/0040,C10,3.02E+13,A,0x7e,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,blue-1,25/26,2,b,1297,top,,9,1,1,D1-RG3-HV1,,1281
FPix_BpI_D1_BLD4_PNL1_RNG2,14B,M-P-1-12,4170,5,1Bd,1BA,7,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D4,SN112498/0040,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,4,FPix +z up right 6,4,11,green-3,29/30,2,b,1297,top,,9,1,2,D1-RG4-HV1,,1281
FPix_BpI_D1_BLD3_PNL1_RNG2,15B,M-L-4-16,4124B,4,1Bd,1BA,5,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D3,SN112498/0031,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,3,FPix +z up right 6,4,12,green-3,5/6,2,t,1297,top,,9,1,2,D1-RG4-HV1,,1281
FPix_BpI_D1_BLD2_PNL1_RNG2,16B,M-L-2-39,4169,3,1Bd,1BA,3,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D2,SN112498/0030,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,2,FPix +z up right 6,4,13,green-3,29/30,1,b,1296,top,,9,1,2,D1-RG4-HV1,,1280
FPix_BpI_D1_BLD1_PNL1_RNG2,17B,M-L-4-42,4129B,2,1Bd,1BA,1,PR106,portcard_FPix_BpI_D1_PRT1,PB-27,J11,1,dcdc_FPix_BpI_D1_PRT1,Disk1_RG4,CI-A 042,P71,D1,SN112498/0036,C10,3.02E+13,B,0x7d,0x10,FPix +z up right 5,1,FPix +z up right 6,4,14,green-3,5/6,1,t,1296,top,,9,1,2,D1-RG4-HV1,,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BpI_D2_BLD11_PNL2_RNG1,1T,M-Q-6-11,4312,15,2Ta,2TD,6,PR104,portcard_FPix_BpI_D2_PRT4,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG1,CI-A 046,P49,A21,SN112498/0029,B13,3.02E+13,A,0x7b,0x11,FPix +z down right 2,1,FPix +z down right 3,3,1,black-8,39/40,7,b,1302,top,,10,2,1,D2-RG1-HV2,,1286
FPix_BpI_D2_BLD10_PNL2_RNG1,2T,M-Y-D-NM,4337,14,2Ta,2TD,4,PR104,portcard_FPix_BpI_D2_PRT4,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG1,CI-A 046,P49,A20,SN112498/0026,B13,3.02E+13,A,0x7b,0x11,FPix +z down right 2,2,FPix +z down right 3,3,2,black-8,15/16,7,t,1302,top,,10,2,1,D2-RG1-HV2,,1286
FPix_BpI_D2_BLD9_PNL2_RNG1,3T,M-Q-1-22,4311,13,2Ta,2TD,2,PR104,portcard_FPix_BpI_D2_PRT4,PB-17,J12,4,dcdc_FPix_BpI_D2_PRT4,Disk2_RG1,CI-A 046,P49,A19,SN112498/0002,B13,3.02E+13,A,0x7b,0x11,FPix +z down right 2,3,FPix +z down right 3,3,3,black-8,39/40,6,b,1301,top,,10,2,1,D2-RG1-HV2,,1285
FPix_BpI_D2_BLD8_PNL2_RNG1,4T,M-P-3-10,4316,15,2Tb,2TC,6,PR110,portcard_FPix_BpI_D2_PRT3,PB-15,J12,4,dcdc_FPix_BpI_D2_PRT3,Disk2_RG2,CI-A 058,P75,A17,SN112498/0037,B13,3.02E+13,B,0x7c,0x11,FPix +z down right 2,5,FPix +z down right 3,3,5,white-6,35/36,5,b,1300,top,,10,2,2,D2-RG2-HV2,,1284
